gene_symbol,colors,ens_gene_human,habu_gene_id,habu_target_id,gene_id,SRR41,SRR42,SRR43,SRR44,SRR45,SRR46,SRR47,SRR48,SRR49,SRR50,SRR51,SRR52,SRR53,Pm_3,Pm_4,Pm_6,Pm_7,Pm_8,Pm_9,Pm_10,Pm_11,Pm_12,Pm_14,Pm_16,Pm_17,Pm_18
SPDEF,magenta,ENSG00000124664,107292027,XM_015821087.1,25803,1461,1031,857,1037,861,797,862,2181,963,736,1023,829,2433,213,817,499,436,128,651,218,169,409,315,531,360,443
MTO1,cyan,ENSG00000135297,107298545,XM_015827922.2,25821,593,560,558,472,560,575,622,564,544,415,555,532,642,87,89,69,37,48,60,50,76,66,35,34,73,37
BRMS1,turquoise,ENSG00000174744,107302636,XM_015831754.1,25855,203,249,220,162,222,218,209,183,217,168,180,183,212,99,259,120,95,181,58,64,157,65,73,129,80,104
TMEM186,cyan,ENSG00000184857,107296632,XM_015825977.1,25880,51,44,45,52,33,60,64,42,68,42,43,53,56,27,18,27,18,13,23,20,26,35,12,14,24,14
EEF1AKMT3,grey60,ENSG00000123427,107291531,XM_015820544.1,25895,234,585,529,473,507,434,615,245,343,292,465,418,372,29,29,26,82,9,50,16,35,18,11,32,42,15
CCDC28A,turquoise,ENSG00000024862,107295618,XM_015824933.1,25901,126,241,255,347,199,191,161,201,234,241,235,212,144,302,252,155,152,297,170,208,290,250,137,165,191,81
MTHFD1L,cyan,ENSG00000120254,107292712,XM_015821824.1,25902,106,25,25,41,40,40,31,23,71,36,36,48,54,81,19,101,71,42,125,35,66,130,43,54,56,34
MYRIP,blue,ENSG00000170011,107293646,XM_015822809.1,25924,344,1111,787,1030,981,786,607,466,689,701,869,984,581,108,301,346,193,746,453,239,133,593,574,764,318,639
HEATR5A,darkgrey,ENSG00000129493,107287626,XM_029284174.1,25938,713,558,479,560,591,623,560,690,620,553,589,677,756,184,143,117,50,118,86,93,107,86,80,46,85,46
PNISR,darkgrey,ENSG00000132424,107291194,XM_015820164.1,25957,1953,1765,1490,1884,1488,1698,1272,1511,1676,1475,1703,1830,2090,2084,1439,1141,723,1552,1296,1652,1892,998,1092,801,1592,575
TMEM87A,magenta,ENSG00000103978,107295759,XM_015825084.1,25963,1985,855,700,833,777,707,791,2406,1063,828,993,880,2422,2070,4053,6121,1090,725,2467,1724,1571,2991,1758,1862,1721,1811
C2CD2,black,ENSG00000157617,107293433,XM_015822586.1,25966,973,893,1042,601,1015,638,868,680,620,387,642,670,1016,412,393,323,185,245,289,383,505,479,174,228,377,151
MMACHC,turquoise,ENSG00000132763,107283422,XM_015811321.1,25974,183,207,178,171,140,217,202,171,159,116,184,175,173,132,129,85,60,104,80,95,208,87,84,75,54,51
DHRS7B,brown,ENSG00000109016,107298390,XM_015827765.1,25979,263,209,241,183,204,198,202,289,231,194,232,201,339,16,19,13,6,5,4,7,2,3,9,11,5,12
ULK3,grey60,ENSG00000140474,107293389,XM_015822540.1,25989,302,551,492,383,491,465,475,277,338,315,469,455,447,59,97,50,82,45,66,50,38,43,39,33,65,36
SS18L1,green,ENSG00000184402,107289392,XM_015818141.1,26039,251,255,178,197,266,246,226,162,180,151,234,220,317,14,8,10,7,15,4,11,4,4,6,10,0,6
LTN1,magenta,ENSG00000198862,107294469,XM_015823703.1,26046,1063,944,745,867,797,709,754,1022,731,735,826,948,1016,2615,10085,5266,1129,2839,1028,4138,2988,1949,3599,1635,2095,1732
FAM169A,magenta,ENSG00000198780,107291174,XM_015820140.1,26049,102,54,21,43,35,64,50,124,51,37,53,57,135,155,56,127,28,20,33,12,62,43,29,18,43,63
PPP1R16B,magenta,ENSG00000101445,107284839,XM_015812956.1,26051,189,112,76,68,86,176,109,82,106,165,132,180,147,144,39,45,10,11,21,40,29,35,37,48,34,69
SENP6,cyan,ENSG00000112701,107292010,XM_015821069.1,26054,1360,1435,1111,1225,1195,1128,963,1088,1234,1018,1208,1233,1517,321,371,376,152,216,609,273,277,401,165,242,437,207
HACL1,magenta,ENSG00000131373,107282910,XM_015810749.2,26061,158,179,132,145,140,133,117,180,171,174,170,153,164,278,285,117,51,104,76,44,72,112,87,120,59,207
GGA1,green,ENSG00000100083,107288634,XM_015817274.1,26088,623,661,583,545,677,712,679,423,537,433,637,620,668,61,58,26,33,25,23,33,47,25,32,15,14,18
CCDC69,lightcyan,ENSG00000198624,107295502,XM_015824818.1,26112,328,268,189,234,274,258,273,229,180,181,216,218,343,40,49,41,13,12,16,38,38,40,51,37,21,35
FGFR1OP2,cyan,ENSG00000111790,107299443,XM_015828800.1,26127,580,330,261,289,279,366,282,402,338,303,280,382,505,356,569,549,611,282,811,397,461,759,287,565,616,489
MTG2,green,ENSG00000101181,107289393,XM_015818142.1,26164,257,294,269,189,255,267,281,180,263,174,257,276,285,63,115,34,23,48,32,36,29,31,31,38,23,32
TMEM251,turquoise,ENSG00000153485,114922549,XM_029284088.1,26175,33,30,18,27,31,31,20,34,23,22,24,29,33,339,1288,1169,1836,271,1353,262,360,2139,476,756,968,726
PHGDH,turquoise,ENSG00000092621,107290842,XM_015819774.1,26227,983,1553,1147,903,1467,1353,1727,1413,730,622,1085,883,1292,2622,2155,1447,2586,642,1192,1694,2220,801,1396,623,1277,609
TIAM2,magenta,ENSG00000146426,107293958,XM_029285509.1,26230,197,216,162,142,173,196,196,95,235,120,198,177,182,117,130,69,22,52,91,80,69,69,68,56,94,58
FBXL6,turquoise,ENSG00000182325,107296859,XM_015826213.2,26233,54,59,44,41,54,80,58,42,49,33,37,47,66,10,14,14,100,6,32,11,11,13,8,18,16,16
VPS33B,turquoise,ENSG00000184056,107289780,XM_015818589.1,26276,87,54,64,73,108,116,104,96,109,123,152,131,136,285,250,115,222,141,234,77,145,110,90,99,140,113
PTPN18,magenta,ENSG00000072135,107295223,XM_015824565.2,26469,422,459,450,483,524,630,544,360,457,289,532,578,597,262,298,266,152,130,172,286,251,264,98,185,183,137
PPP1R14B,green,ENSG00000173457,107299061,XM_015828428.1,26472,232,215,182,157,191,260,207,180,173,157,225,229,167,4,1,2,2,2,0,0,0,0,0,3,0,0
CNNM1,yellow,ENSG00000119946,107287745,XM_029284200.1,26507,29,20,29,27,31,48,30,34,36,15,45,29,49,17,15,1,3,7,2,4,4,4,10,5,3,4
PCOLCE2,black,ENSG00000163710,107292757,XM_015821875.1,26577,18,110,91,19,93,29,72,18,32,37,17,28,29,55,21,19,0,10,4,28,13,36,23,9,27,9
CKAP2,turquoise,ENSG00000136108,107289872,XM_029284630.1,26586,137,33,33,52,51,93,32,52,49,59,78,88,90,133,55,226,406,73,328,39,27,348,72,116,220,158
TBL2,turquoise,ENSG00000106638,107284709,XM_015812812.1,26608,416,584,506,348,565,509,524,509,360,322,484,440,567,397,867,330,485,199,422,262,332,338,237,111,252,186
SH3YL1,blue,ENSG00000035115,107284575,XM_015812650.1,26751,989,1819,1431,1368,1397,813,1022,893,803,1105,1303,1349,1244,390,433,598,223,227,194,364,449,339,240,400,336,201
SEC22A,magenta,ENSG00000121542,107285759,XM_029283726.1,26984,234,221,175,185,216,184,212,227,228,184,182,205,250,533,719,472,299,307,335,320,436,517,378,305,345,235
TRUB2,turquoise,ENSG00000167112,107302935,XM_015832098.1,26995,363,387,338,371,380,382,419,394,355,307,404,350,409,57,56,25,81,38,17,30,14,18,22,19,21,18
CNPPD1,turquoise,ENSG00000115649,107291480,XM_015820478.1,27013,310,354,375,354,434,328,384,270,321,284,397,285,343,495,1928,596,515,490,326,516,535,721,497,527,536,174
MLH3,yellow,ENSG00000119684,107293081,XM_015822216.1,27030,389,504,323,303,433,404,302,396,306,313,451,417,464,123,147,57,30,101,34,64,109,86,90,61,82,54
NPHP3,magenta,ENSG00000113971,107293897,XM_015823090.1,27031,591,639,635,559,609,567,452,520,532,427,570,623,713,69,50,58,6,24,33,22,19,54,28,53,42,42
ACAD8,magenta,ENSG00000151498,107293175,XM_015822318.2,27034,332,358,304,277,282,280,363,438,322,287,324,293,597,19,29,15,29,8,36,15,39,36,18,43,81,55
SND1,blue,ENSG00000197157,107289203,XM_015817909.1,27044,2882,4999,3445,3422,4167,3202,3191,2755,3029,2436,3386,2809,3211,5,39,23,102,9,12,3,15,22,18,12,9,17
TSPAN13,magenta,ENSG00000106537,107282962,XM_015810801.1,27075,1602,1106,894,986,950,890,638,2583,1168,742,1276,929,2803,1782,2329,1746,839,930,1692,778,856,4421,1204,1993,945,1946
FOXP1,brown,ENSG00000114861,107293224,XM_015822368.1,27086,3749,3871,2667,2687,3300,2806,2478,5085,2387,2527,3346,2729,4760,281,246,222,96,150,102,128,147,134,155,109,122,114
ZBTB11,magenta,ENSG00000066422,107285080,XM_015813234.1,27107,638,521,482,498,511,522,494,617,458,417,480,566,649,129,134,92,45,72,64,95,110,90,55,71,74,53
DMAC2L,turquoise,ENSG00000125375,107296220,XM_015825570.1,27109,217,302,246,212,274,255,311,208,225,240,281,272,294,73,112,73,96,101,46,109,102,86,99,52,85,34
DKK2,red,ENSG00000155011,107282361,XM_015810169.1,27123,6,12,12,1,10,3,9,6,2,2,8,5,29,746,329,154,133,160,119,580,597,132,88,309,230,108
CIDEB,brown,ENSG00000136305,107297097,XM_015826454.1,27141,37,29,17,17,19,18,30,42,24,9,20,13,35,0,1,0,0,0,0,0,2,0,1,0,0,1
VPS4A,grey60,ENSG00000132612,107283521,XM_015811442.1,27183,599,1095,784,656,922,715,880,466,634,491,726,679,694,125,91,47,106,87,60,84,87,59,60,34,88,40
ARHGEF16,turquoise,ENSG00000130762,107290020,XM_029284663.1,27237,220,206,229,292,340,302,253,270,271,200,331,232,511,93,143,95,185,89,136,108,86,116,40,87,88,93
TNFRSF21,darkgreen,ENSG00000146072,107284282,XM_015812313.1,27242,387,129,138,135,158,216,185,538,200,115,123,174,782,264,190,74,124,58,141,91,94,91,43,81,62,116
RNF115,blue,ENSG00000265491,107288076,XM_015816654.1,27246,782,929,824,731,905,865,646,564,643,730,759,857,767,9,11,0,14,10,2,3,5,8,3,3,2,8
MMADHC,magenta,ENSG00000168288,107292905,XM_015822033.1,27249,591,920,805,727,845,496,667,802,804,828,819,649,796,539,605,325,207,278,319,295,358,476,218,235,284,217
CRCP,grey60,ENSG00000241258,107287154,XM_015815624.1,27297,375,429,444,454,449,394,468,332,394,338,388,381,502,59,53,28,42,30,15,35,32,23,30,17,25,22
ANGPTL3,darkgrey,ENSG00000132855,107287072,XM_015815530.1,27329,63,28,13,20,27,27,21,73,35,31,36,23,86,12,17,46,6,10,94,9,16,18,14,20,29,7
RPS6KA6,turquoise,ENSG00000072133,107295205,XM_029285788.1,27330,154,147,108,166,160,169,121,144,203,197,217,182,183,184,95,85,87,70,73,100,139,98,46,79,100,38
HTATSF1,turquoise,ENSG00000102241,107303261,XM_015832469.1,27336,266,280,245,238,355,286,212,260,234,197,259,290,286,233,234,91,105,203,104,160,153,78,103,90,175,82
UTP20,darkgrey,ENSG00000120800,107291874,XM_015820913.1,27340,1213,945,624,763,642,787,694,952,811,733,825,867,1272,729,563,300,236,502,459,358,541,285,205,221,303,275
RRP7A,blue,ENSG00000189306,107285343,XM_015813523.2,27341,474,608,453,590,669,579,435,394,524,455,497,434,558,258,218,118,89,142,119,172,202,162,85,84,130,89
STK39,darkgreen,ENSG00000198648,107287843,XM_015816394.1,27347,1904,1212,801,2840,1199,2123,809,1931,2143,2224,2811,2188,2559,137,255,258,55,83,115,83,115,113,100,67,112,75
TOR1B,turquoise,ENSG00000136816,107293511,XM_015822664.1,27348,230,137,110,118,128,170,168,203,185,85,125,129,198,621,445,374,351,375,210,531,654,256,265,381,259,353
SGSM3,cyan,ENSG00000100359,107285408,XM_015813588.1,27352,1491,1237,1027,1039,1256,1528,1227,1353,1306,904,1191,1064,1994,1198,1149,859,734,400,985,621,880,792,450,453,696,437
POLM,grey60,ENSG00000122678,107287958,XM_015816527.1,27434,240,294,288,264,279,351,274,171,260,229,317,275,337,6,16,9,10,6,6,13,8,8,6,10,7,4
EML4,cyan,ENSG00000143924,107284972,XM_015813107.1,27436,1426,1201,819,901,902,1188,946,1254,904,865,1311,1140,1606,577,1538,822,763,364,1232,519,395,1738,478,593,1421,493
HDHD5,turquoise,ENSG00000069998,107288330,XM_015816940.1,27440,246,147,124,137,142,152,132,161,146,106,175,153,286,104,110,57,87,146,63,90,75,94,90,48,84,54
LAMTOR2,turquoise,ENSG00000116586,107290914,XM_015819855.1,28956,133,164,157,155,127,154,156,152,154,105,153,139,179,95,75,113,542,108,197,74,88,155,96,112,138,83
SLC6A16,turquoise,ENSG00000063127,107282496,XM_015810274.1,28968,26,46,26,24,23,28,22,21,25,31,41,36,46,53,44,35,38,25,13,8,26,58,19,21,26,43
ACAD9,blue,ENSG00000177646,107287868,XM_015816422.1,28976,379,492,438,378,444,451,475,279,391,296,488,410,428,705,399,267,202,375,378,389,533,396,302,162,339,223
DBNL,blue,ENSG00000136279,107286236,XM_029283888.1,28988,1222,1604,1175,1229,1225,1402,1232,802,1107,819,1178,1109,1325,246,97,39,58,76,34,83,68,58,41,44,73,44
NTMT1,turquoise,ENSG00000148335,107293513,XM_015822666.1,28989,71,103,61,80,110,99,80,67,80,66,89,83,96,15,25,8,32,20,17,26,16,18,23,14,21,16
COMMD5,turquoise,ENSG00000170619,107293446,XM_015822598.1,28991,157,128,128,131,149,142,127,106,126,110,130,156,187,85,72,54,62,65,41,102,113,60,83,41,105,33
KLF15,blue,ENSG00000163884,107293902,XM_015823092.1,28999,457,1667,1507,1256,1669,993,772,490,1013,790,1213,1122,547,16,15,12,14,18,15,35,18,22,39,16,13,12
ZBTB44,blue,ENSG00000196323,107289311,XM_015818041.1,29068,1297,1346,891,1054,1166,1048,944,917,1142,950,1239,1074,1358,8,18,4,4,12,4,6,15,9,9,2,14,2
GTPBP8,turquoise,ENSG00000163607,107287519,XM_015816041.1,29083,148,147,109,135,122,122,118,97,119,121,137,133,167,51,72,30,49,47,37,37,60,41,34,30,49,36
BABAM1,turquoise,ENSG00000105393,107297368,XM_015826732.1,29086,339,357,322,299,314,378,311,339,327,204,315,331,375,0,0,2,4,0,0,2,0,1,0,0,2,1
THYN1,turquoise,ENSG00000151500,107293177,XM_015822319.1,29087,106,128,110,108,101,114,104,112,119,99,136,102,159,23,22,15,28,25,18,23,28,18,29,16,11,13
MRPL15,turquoise,ENSG00000137547,107291189,XM_015820157.1,29088,172,148,131,167,130,191,134,144,192,133,229,205,201,455,673,362,253,388,289,563,436,390,407,178,356,173
TIMM21,turquoise,ENSG00000075336,107296190,XM_015825538.1,29090,157,158,129,135,143,155,164,137,122,120,171,141,149,286,189,214,145,249,136,266,227,291,170,156,229,112
N6AMT1,yellow,ENSG00000156239,107294470,XM_015823704.1,29104,315,255,254,214,276,276,341,261,241,231,272,332,339,234,284,180,143,373,134,275,326,174,153,116,214,123
OLA1,turquoise,ENSG00000138430,107287389,XM_015815900.1,29789,355,345,288,325,311,298,282,301,290,267,346,302,349,585,500,449,489,565,432,583,506,650,397,306,504,317
TFCP2L1,tan,ENSG00000115112,107288962,XM_015817641.1,29842,7825,9350,9678,12089,13772,13076,9304,3880,9039,9790,13082,16065,9607,1,3,2,0,2,1,4,11,1,4,2,0,5
UBN1,turquoise,ENSG00000118900,107290377,XM_015819256.1,29855,764,673,606,512,622,607,610,522,589,436,555,583,897,93,115,55,62,54,50,47,53,46,34,41,50,40
ALG5,turquoise,ENSG00000120697,107298192,XM_015827564.1,29880,387,337,288,296,320,309,258,506,332,356,336,333,595,424,839,1047,851,341,425,623,741,815,557,460,593,409
SNX8,magenta,ENSG00000106266,107290628,XM_029284790.1,29886,153,164,144,108,178,169,157,101,115,113,159,146,138,141,212,152,44,42,62,48,56,47,74,58,67,104
RBM15B,grey60,ENSG00000259956,107284505,XM_015812577.1,29890,559,756,525,486,673,664,567,401,477,369,550,536,673,126,97,94,67,68,75,137,113,97,58,50,94,38
GMPPB,cyan,ENSG00000173540,107288680,XM_015817320.1,29925,754,773,600,692,846,749,729,980,609,495,575,702,902,1689,1373,712,717,452,1384,523,958,877,470,483,558,550
TIMM22,darkgreen,ENSG00000177370,107294512,XM_015823745.1,29928,0,171,0,128,0,0,0,143,1,0,3,165,162,32,32,10,22,22,4,14,30,8,13,21,17,25
ALG6,magenta,ENSG00000088035,107287074,XM_015815533.1,29929,171,123,108,127,135,158,139,144,110,125,135,140,164,109,195,233,101,31,155,82,95,151,71,114,168,101
SNX12,turquoise,ENSG00000147164,107303243,XM_015832450.1,29934,367,297,192,237,261,257,308,353,218,170,321,278,402,815,408,261,454,418,262,358,505,337,328,234,289,228
NENF,darkgreen,ENSG00000117691,107286314,XM_015814664.1,29937,412,195,163,171,150,195,203,485,192,166,214,205,645,618,424,313,241,348,236,336,464,325,266,247,368,163
PURG,lightcyan,ENSG00000172733,107285619,XM_015813827.1,29942,0,1,3,4,2,1,0,2,2,0,7,5,7,41,28,32,14,47,28,48,60,25,21,37,30,20
DMGDH,blue,ENSG00000132837,107287877,XM_015816433.1,29958,21,48,36,32,41,38,51,9,29,29,30,26,35,7,3,3,1,3,1,45,12,7,4,1,4,0
CDIP1,turquoise,ENSG00000089486,107283979,XM_015811971.1,29965,134,71,60,67,134,129,98,102,67,37,141,118,101,18,39,21,39,30,16,35,27,21,33,17,31,31
PSAT1,magenta,ENSG00000135069,107284527,XM_015812599.1,29968,131,411,45,65,183,277,417,165,57,36,50,37,106,1592,796,906,596,532,981,731,808,1490,419,754,899,699
NRBF2,turquoise,ENSG00000148572,107287901,XM_015816459.1,29982,180,147,151,154,176,137,128,204,143,117,125,160,200,576,689,431,662,425,537,624,560,445,374,359,445,271
SLC39A2,black,ENSG00000165794,107296451,XM_029286068.1,29986,2,33,49,5,29,17,58,2,19,8,16,8,9,3,2,1,1,1,2,8,5,4,2,4,3,3
SLC2A8,green,ENSG00000136856,107291054,XM_015820006.1,29988,127,112,88,65,131,129,135,81,86,64,105,101,145,61,28,26,14,55,21,34,23,22,20,33,33,19
NOP53,blue,ENSG00000105373,107293872,XM_015823063.1,29997,1207,4607,1967,2535,2967,3496,2825,1211,2048,1865,2509,1870,1600,2,9,0,9,1,0,2,1,0,1,5,0,0
NT5C,turquoise,ENSG00000125458,107286649,XM_015815045.1,30833,93,105,62,92,87,96,104,64,85,117,96,93,79,474,517,507,478,412,382,564,616,435,414,335,465,237
SYCP3,magenta,ENSG00000139351,107289466,XM_015818234.1,50511,687,475,575,887,427,1183,367,406,590,578,647,1247,498,585,1004,1009,182,424,400,586,634,632,235,608,472,409
ITSN2,cyan,ENSG00000198399,107284284,XM_015812315.1,50618,1062,1022,868,800,999,872,722,680,891,728,811,887,1092,1119,1060,1057,542,790,1226,1055,1119,1223,630,643,1178,538
CYHR1,green,ENSG00000187954,107299647,XM_015829007.1,50626,409,514,460,423,508,502,485,295,442,349,448,419,551,13,10,6,7,1,3,3,8,3,2,8,4,5
ANO7,darkgrey,ENSG00000146205,107289844,XM_015818661.2,50636,98,38,39,40,20,56,36,100,78,58,39,54,146,288,298,251,103,160,200,333,383,165,178,181,206,114
DCAF8,tan,ENSG00000132716,107298206,XM_015827575.1,50717,1328,1980,1520,1678,1699,1716,1444,1139,1505,1309,1773,1587,1652,7,22,9,25,8,8,11,10,10,3,9,7,8
VILL,magenta,ENSG00000136059,107284365,XM_015812412.1,50853,107,72,86,88,77,102,81,72,120,57,118,94,165,524,178,178,187,231,236,111,145,323,196,298,164,321
RNF141,magenta,ENSG00000110315,107292137,XM_015821200.1,50862,1248,1146,1208,1030,1067,940,1048,1183,884,813,989,1014,1477,874,798,683,200,404,305,680,725,555,410,440,538,383
HEBP1,turquoise,ENSG00000013583,107288985,XM_015817666.1,50865,130,182,160,185,173,214,150,118,167,110,211,160,142,161,135,62,92,92,68,116,115,204,79,115,166,85
TMED5,cyan,ENSG00000117500,107291261,XM_015820249.1,50999,1083,683,476,641,627,677,444,880,701,566,574,674,1028,190,347,511,554,166,669,149,213,1127,160,342,436,324
MTERF3,cyan,ENSG00000156469,107290731,XM_015819635.1,51001,100,50,64,52,57,80,62,68,73,46,61,83,76,297,250,168,84,125,117,240,152,180,143,105,231,80
SLC35C2,brown,ENSG00000080189,107296122,XM_029285984.1,51006,522,492,433,412,470,595,464,503,429,350,483,452,730,0,1,0,1,1,2,3,1,0,0,2,3,1
ASCC1,cyan,ENSG00000138303,107288090,XM_015816668.1,51008,536,420,392,420,441,474,358,439,421,303,459,499,566,234,250,189,140,228,248,210,200,154,86,111,190,128
EMC9,magenta,ENSG00000100908,107293095,XM_015822232.1,51016,24,33,16,31,41,29,18,29,29,16,21,25,46,204,363,233,239,91,319,153,129,260,165,177,83,419
GLRX2,magenta,ENSG00000023572,107289823,XM_015818633.2,51022,284,186,188,153,205,158,166,228,241,169,199,220,313,525,876,446,216,478,436,553,604,727,412,287,629,600
BOLA1,tan,ENSG00000178096,107289936,XM_015818764.2,51027,55,83,87,89,71,92,64,57,70,59,74,71,56,2,1,1,1,1,0,0,0,0,0,0,0,0
TXNDC12,magenta,ENSG00000117862,107283055,XM_015810904.1,51060,450,364,291,308,320,261,283,544,331,220,322,309,575,201,666,356,125,93,264,109,140,346,94,341,200,293
NOSIP,magenta,ENSG00000142546,107282416,XM_015810194.1,51070,226,284,291,222,267,252,289,224,254,220,262,265,221,1917,636,502,827,837,898,531,598,1964,813,842,730,923
MEMO1,darkgreen,ENSG00000162959,107287941,XM_015816506.1,51072,426,226,144,175,177,221,210,225,239,171,208,232,327,76,40,34,33,31,26,35,40,72,32,28,29,34
APIP,turquoise,ENSG00000149089,107289613,XM_015818402.2,51074,518,249,188,304,184,305,201,515,259,287,309,225,558,811,826,901,1317,812,650,720,790,1223,631,677,749,726
TMX2,yellow,ENSG00000213593,107295693,XM_015825017.1,51075,482,506,367,427,468,450,365,470,434,304,562,488,499,916,1245,699,569,1389,497,976,1011,873,905,499,614,338
MLXIPL,green,ENSG00000009950,107284703,XM_015812807.1,51085,43,100,77,46,142,154,130,41,59,48,43,80,53,1,1,4,0,0,2,2,2,3,0,1,2,0
PLLP,tan,ENSG00000102934,107293759,XM_015822935.1,51090,70946,214455,268576,423437,220225,358803,193111,225078,267010,229031,363478,236620,150096,2,2,0,1,1,3,0,5,0,4,0,3,0
TFB1M,turquoise,ENSG00000029639,107293956,XM_015823148.1,51106,117,130,102,98,93,141,76,98,88,99,100,124,105,143,212,133,99,168,99,158,168,143,116,81,149,73
LACTB2,turquoise,ENSG00000147592,107290245,XM_015819112.1,51110,87,81,64,55,71,72,53,51,63,60,64,88,49,258,243,193,166,212,84,241,274,228,223,127,204,109
ZNF706,turquoise,ENSG00000120963,107302725,XM_015831869.1,51123,276,304,246,265,310,286,267,248,305,216,265,318,345,409,238,329,353,375,171,408,333,348,355,180,210,230
SDF4,turquoise,ENSG00000078808,107298348,XM_015827726.1,51150,1205,1036,709,849,1006,883,890,912,817,603,917,782,1468,352,505,419,1372,255,1016,274,227,363,334,484,444,559
SERPINA10,purple,ENSG00000140093,107298271,XM_015827644.1,51156,207,198,117,183,185,172,162,182,201,154,175,228,205,3,4,3,3,6,1,11,9,1,4,2,7,0
EGFL7,black,ENSG00000172889,107295290,XM_029285815.1,51162,326,289,232,211,214,176,323,134,214,118,189,255,278,1,2,2,0,3,0,1,3,0,1,0,2,0
RAPGEFL1,blue,ENSG00000108352,107303081,XM_029287360.1,51195,65,117,107,163,164,146,124,59,142,104,158,102,108,31,21,23,8,18,11,14,13,29,35,26,12,21
NIN,brown,ENSG00000100503,107293428,XM_029285401.1,51199,490,203,180,279,165,449,231,419,362,284,297,368,462,289,80,114,55,49,77,77,110,89,62,63,180,79
PIGP,midnightblue,ENSG00000185808,107296836,XM_015826192.1,51227,169,224,168,175,161,206,229,187,155,161,183,132,208,237,281,212,122,282,125,262,277,285,233,180,282,115
GLTP,black,ENSG00000139433,107287303,XM_015815797.1,51228,444,653,555,448,539,481,632,509,316,390,440,479,629,19,19,7,20,7,0,8,16,3,6,7,7,5
UBAP1,blue,ENSG00000165006,107294786,XM_015824046.1,51271,194,333,340,246,360,271,313,180,224,173,285,287,220,35,37,18,22,15,34,18,21,17,11,14,13,26
TLR7,lightgreen,ENSG00000196664,107302471,XM_015831577.2,51284,67,44,30,40,31,74,33,31,58,36,42,37,69,2,6,0,0,4,0,5,7,1,1,3,4,0
ERGIC2,turquoise,ENSG00000087502,107296987,XM_015826339.1,51290,786,571,454,513,510,456,373,911,572,531,431,521,909,761,1966,1972,2095,549,1112,604,877,897,790,697,558,790
GMIP,magenta,ENSG00000089639,107287234,XM_029284095.1,51291,129,97,73,87,89,170,84,41,109,72,98,138,122,461,802,476,129,156,308,236,217,216,87,107,212,123
CD320,green,ENSG00000167775,107299615,XM_015828977.1,51293,141,120,107,91,150,120,105,83,104,54,162,91,120,24,14,9,7,6,6,12,4,4,8,9,4,8
FAM13B,magenta,ENSG00000031003,107289009,XM_015817692.1,51306,722,659,443,513,621,653,520,511,576,491,704,632,838,416,401,622,130,254,389,373,408,353,206,299,487,276
TAOK3,turquoise,ENSG00000135090,107288794,XM_015817444.1,51347,526,309,266,318,309,406,340,315,383,360,430,370,556,87,151,71,79,50,63,41,52,45,25,76,40,46
HOOK1,cyan,ENSG00000134709,107292526,XM_015821624.1,51361,674,798,545,925,674,736,511,642,907,879,921,1228,931,54,93,163,77,33,96,87,105,128,28,67,166,77
ATP6V1D,turquoise,ENSG00000100554,107285844,XM_015814105.1,51382,405,312,258,280,320,357,270,396,300,320,339,357,355,1197,1346,1442,943,930,703,1040,974,1476,656,755,1254,651
RWDD1,turquoise,ENSG00000111832,107292482,XM_015821576.1,51389,435,396,340,361,386,353,326,430,349,246,479,407,450,665,320,313,729,406,318,370,434,415,346,292,529,284
HEMK1,green,ENSG00000114735,107288555,XM_015817182.2,51409,577,839,802,731,819,1074,874,541,858,569,1032,771,859,119,48,51,13,22,33,29,75,35,21,34,61,27
PCYOX1,blue,ENSG00000116005,107283235,XM_015811108.1,51449,1750,3148,2172,2263,2737,1900,2332,1855,1096,1832,2458,2393,2793,298,457,374,175,268,189,327,295,276,175,199,318,145
RHCG,brown,ENSG00000140519,107286853,XM_015815288.2,51458,1071,45,43,679,76,252,37,189,235,194,266,798,2169,22,2,1,0,1,0,4,2,0,0,1,1,0
EVL,green,ENSG00000196405,107291275,XM_015820268.1,51466,621,563,440,391,471,791,529,325,507,314,443,551,563,18,47,11,16,21,5,26,29,17,29,18,16,14
DCDC2,yellow,ENSG00000146038,107289604,XM_029284576.1,51473,22,43,18,13,28,21,31,32,39,37,11,25,28,1,3,2,0,3,0,7,1,0,4,2,3,2
CTDSPL2,turquoise,ENSG00000137770,107283941,XM_015811926.1,51496,712,642,474,557,551,517,469,481,489,541,580,576,785,26,45,24,41,24,34,16,95,65,58,80,89,32
TRIAP1,turquoise,ENSG00000170855,107302000,XM_015831140.2,51499,71,100,85,80,75,70,69,77,78,85,67,85,70,122,79,60,248,64,165,68,106,125,51,92,83,95
LARS1,cyan,ENSG00000133706,107291954,XM_015821010.1,51520,1526,1509,1127,1333,1297,1685,1183,1395,1392,1304,1414,1632,1436,905,1214,645,449,464,591,348,450,616,399,294,514,520
ZC3HC1,midnightblue,ENSG00000091732,107300642,XM_029287027.1,51530,95,79,77,75,60,66,89,76,82,57,93,101,111,3,6,1,0,1,1,5,1,2,4,3,4,2
TRIM33,darkgrey,ENSG00000197323,107284047,XM_015812048.1,51592,1179,966,689,852,835,830,742,1052,667,767,807,829,1323,111,98,72,44,61,94,79,83,78,27,30,94,38
SRRT,grey60,ENSG00000087087,107285007,XM_029283575.1,51593,567,505,450,399,489,590,444,364,456,315,476,471,607,10,8,4,18,3,5,8,3,1,6,2,5,3
